county,year,access_to_exercise_opps,limited_access_to_healthy_food,adult_obesity,physical_inactivity,excessive_drinking,diabetic_screening,adult_smoking,diabetes,median_household_income,population,pop_over_65,pop_under_18,access_to_recreational_facilities,access_to_healthy_foods,binge_drinking,colorectal_cancer_incidence_rate,pop_between_18_and_65
Fauquier,2018,60.762541601,1.1360342911,24.5,24.1,18.647466039,86.693961105,13.756706168,9.6,91372,69069,16.008629052,23.801916652,60.762541601,6.2,1.1360342911,NA,60.189454295999994
Floyd,2018,40.140061522,10.307180817,26.7,27.2,17.953280514,91.459074733,16.886478911,10.1,42670,15731,21.676943615,23.446119098,40.140061522,8.4,10.307180817,NA,54.876937287000004
Fluvanna,2018,77.552450274,2.6273311467,29.4,21.1,16.950747597,89.437819421,13.953652141,11,70005,26271,19.397815081,20.176721124,77.552450274,8.2,2.6273311467,NA,60.425463795
Franklin,2018,45.191331754,6.4871700347,29.2,24.2,16.174413648,89.484978541,16.890842329,11,52424,56069,22.094205354,20.539758669,45.191331754,10.6,6.4871700347,NA,57.366035977
Frederick,2018,79.948917694,3.6286180443,30.1,21.3,18.567301822,88.24742268,13.603900941,9.6,69346,84421,16.532616292,19.361857711,79.948917694,6.6,3.6286180443,NA,64.105525997
Giles,2018,83.477959042,0.3217615508,29.6,31.7,17.753627466,89.671361502,15.372337921,11.2,51780,16857,20.662039509,23.071273735,83.477959042,9.6,0.3217615508,NA,56.266686756000006
Gloucester,2018,57.254870042,2.8705657049,33.1,24.4,18.148424736,90.771349862,14.881143017,11.3,64296,37214,18.342559252,20.762887821,57.254870042,8.2,2.8705657049,NA,60.894552927
Goochland,2018,70.341207349,3.4352160624,29.4,20.8,17.336662743,88.571428571,13.170149966,11.2,88815,22668,20.756131992,20.403611544,70.341207349,7.8,3.4352160624,NA,58.84025646399999
Grayson,2018,77.853602009,9.3561186526,29.9,29.1,14.293667833,87.012987013,18.433154898,10.8,36113,15107,24.379426756,18.713605082,77.853602009,12.7,9.3561186526,NA,56.906968162
Greene,2018,49.345215454,0,28.5,26.6,17.392563704,89.225589226,17.326804227,9.7,66170,19371,16.695059625,18.150526246,49.345215454,8.2,0,NA,65.154414129
Greensville,2018,42.922486319,3.9915984446,32,27.8,15.143000744,82.75862069,21.19251261,13.3,41539,11706,15.513411926,24.056579423,42.922486319,18.6,3.9915984446,NA,60.430008650999994
Halifax,2018,37.581744433,11.195810882,31.8,28.4,14.096791663,91.118077325,19.141244056,15.6,39859,34992,23.12528578,16.683751922,37.581744433,16.8,11.195810882,NA,60.190962298
Hanover,2018,80.506293622,3.5521838566,29,19.7,20.44809724,89.21630094,14.718775817,9.9,83405,104392,16.73499885,20.51611797,80.506293622,7.4,3.5521838566,NA,62.74888318000001
Henrico,2018,95.260885855,3.9368956676,28.1,23.3,17.189865942,88.175773345,16.264027518,9.7,66524,326501,14.609756172,22.266074029,95.260885855,12.8,3.9368956676,NA,63.124169799
Henry,2018,38.780447268,7.3258276496,32.3,36.9,13.67953738,86.934673367,18.842301051,15.1,36703,51445,22.591116727,23.177876944,38.780447268,14.1,7.3258276496,NA,54.231006328999996
Highland,2018,81.128823783,31.81224409,27.2,25.1,14.994638763,95.833333333,15.384343572,12.8,42837,2216,31.182310469,19.904752648,81.128823783,8.5,31.81224409,NA,48.912936883
Isle of Wight,2018,66.736603346,2.2262858983,32.2,23.5,17.149637347,88.403614458,14.997384093,12.4,70982,36596,18.299814187,13.763537906,66.736603346,11.3,2.2262858983,NA,67.93664790700001
James City,2018,90.502768285,7.0760375288,25.9,20.2,16.425039247,88.696537678,12.963750688,10.7,84035,74404,24.330681146,21.051481036,90.502768285,8.7,7.0760375288,NA,54.617837818
King and Queen,2018,18.862491001,3.505813358,32.9,27.9,15.270855124,90.683229814,18.27730758,12.5,52115,7159,22.098058388,20.215311005,18.862491001,12.5,3.505813358,NA,57.686630607
King George,2018,63.712686567,NA,28.7,20.8,19.893393546,86.74351585,15.231041652,9.9,80664,25984,12.696274631,18.536108395,63.712686567,9.2,NA,NA,68.767616974
King William,2018,61.079385002,3.2856761384,25.7,27.1,18.316252413,88.738738739,15.669779521,10.2,68053,16334,15.434063916,25.419488916,61.079385002,10.7,3.2856761384,NA,59.146447168
Lancaster,2018,62.514265648,1.4433729357,31.1,27.1,14.125129425,88.356164384,13.424884556,14.7,44941,10972,36.602260299,23.135790376,62.514265648,13.6,1.4433729357,NA,40.261949325
Lee,2018,36.338765779,0.0325753552,32.1,35.7,15.880070757,84.248210024,22.321686143,13.6,32466,24179,19.967740601,15.020051039,36.338765779,14.7,0.0325753552,NA,65.01220836
Loudoun,2018,94.184642872,0.7596398759,21.5,17.5,17.061712217,85.995850622,11.345437878,6.5,134609,385945,8.7336278485,18.751809421,94.184642872,4,0.7596398759,NA,72.5145627305
Louisa,2018,33.891352215,0.7012178421,30.7,29.2,16.086504468,89.761570827,16.815828436,11.8,52671,35236,18.645703258,28.723263677,33.891352215,10,0.7012178421,NA,52.631033065000004
Lunenburg,2018,45.710082081,0.0184629366,29.1,27.5,14.485943984,92.195121951,18.979646115,12.9,38313,12273,21.078790842,20.686229992,45.710082081,15.6,0.0184629366,NA,58.234979165999995
Madison,2018,56.281935678,1.138464456,27.2,24.2,15.583598476,92.24137931,16.98272055,11.3,56774,13078,21.49411225,18.650696651,56.281935678,10.3,1.138464456,NA,59.855191098999995
Mathews,2018,38.961906883,0,28.6,22.8,15.453302382,90.410958904,14.146789738,11.7,59439,8782,30.152584833,20.263037162,38.961906883,8.3,0,NA,49.584378005000005
Mecklenburg,2018,56.36019189,3.870977093,30.7,26.5,13.298521688,87.868480726,18.533398279,15.6,45827,30892,24.821960378,16.055568208,56.36019189,16.4,3.870977093,NA,59.122471414
Middlesex,2018,62.907199562,0.246586615,25.7,26,14.886293616,93.155893536,14.684404251,12,49840,10778,30.218964557,18.898096595,62.907199562,9.9,0.246586615,NA,50.88293884800001
Montgomery,2018,77.226883634,3.5234346269,23.5,21.8,20.388455881,87.047841307,18.252442797,7,51428,98602,11.549461471,15.809983299,77.226883634,14.5,3.5234346269,NA,72.64055523
Nelson,2018,55.652463382,3.1003739024,29.2,23.7,15.101468871,89.487179487,17.141502546,12.1,54188,14869,25.334588742,16.046327661,55.652463382,11.2,3.1003739024,NA,58.61908359700001
New Kent,2018,83.4879809,0,28.9,23,19.00268508,91.724137931,14.268803999,10.3,84486,21147,16.30964203,18.851301365,83.4879809,7.8,0,NA,64.83905660500001
Northampton,2018,31.923480507,0.4073554907,36.1,28.4,12.827449527,93.939393939,16.92145579,13.9,39348,12139,25.759947277,20.551378446,31.923480507,16.6,0.4073554907,NA,53.688674277000004
Northumberland,2018,39.781021898,0.9573299108,28,27.4,13.659129517,92.329545455,13.788988673,15.4,52957,12222,34.994272623,20.224071176,39.781021898,12.6,0.9573299108,NA,44.781656201000004
Nottoway,2018,62.026114931,30.181179882,34.7,27,15.029386215,88.36565097,19.728069431,14.5,40514,15595,19.204873357,15.193912617,62.026114931,17.7,30.181179882,NA,65.60121402600001
Orange,2018,54.030644246,7.5546071708,28.4,25,17.373392289,90,15.932800355,11.8,64656,35533,20.341654237,19.487015069,54.030644246,10.1,7.5546071708,NA,60.171330694
Page,2018,56.247400383,1.4529711872,26,25.5,15.981681256,85.762711864,17.009652441,10.6,45834,23654,20.82945802,21.529282639,56.247400383,12.3,1.4529711872,NA,57.641259340999994
Patrick,2018,46.679286101,4.7013334037,28.5,32.3,14.756599724,91.127098321,18.525567647,12.4,38539,17923,25.51470178,19.941658916,46.679286101,12.6,4.7013334037,NA,54.543639304
Pittsylvania,2018,19.965042673,5.8354949249,33.7,31.1,15.035288351,87.591240876,17.830186071,14.2,46192,61687,21.231377762,17.748144842,19.965042673,13.1,5.8354949249,NA,61.020477396000004
Powhatan,2018,78.535263496,1.5733740743,29.6,20.8,19.572817214,88.461538462,13.827299758,10.8,78047,28443,17.273142777,19.490330215,78.535263496,6.9,1.5733740743,NA,63.236527007999996
Prince Edward,2018,82.146525163,12.469595703,33.6,23.8,17.2847161,86.904761905,18.744913592,12.3,41072,23142,16.273442226,18.742748655,82.146525163,17.3,12.469595703,NA,64.983809119
Prince George,2018,58.611616515,10.045189974,31.7,25.2,17.190960367,83.296213808,16.976197844,11.7,66775,37845,13.227639054,16.117880909,58.611616515,12.3,10.045189974,NA,70.65448003699998
Prince William,2018,94.765200173,3.3502497111,28.8,18.2,17.967456679,84.719171635,15.172088452,8.9,97549,455210,9.1083236309,21.728101467,94.765200173,6,3.3502497111,NA,69.1635749021
Pulaski,2018,81.32885983,6.3962398103,31.1,27.4,16.452753114,88.508891929,17.233969779,14.6,49554,34203,21.682308569,27.649436524,81.32885983,11.1,6.3962398103,NA,50.668254907000005
Rappahannock,2018,40.160043402,20.566794427,29.6,24.1,16.394092028,93.78238342,13.96273732,11.5,65278,7388,26.096372496,18.141683478,40.160043402,8.6,20.566794427,NA,55.761944025999995
Richmond,2018,57.899286795,1.9910681181,28.5,23.6,15.078359098,89.759036145,19.578923771,12.4,45403,8774,21.096421245,17.690850027,57.899286795,11.7,1.9910681181,NA,61.212728728
Roanoke,2018,87.465358968,3.3287104105,27,26.6,17.089682307,89.138051857,15.100706701,12.1,62306,94031,20.730397422,16.879416458,87.465358968,8.5,3.3287104105,NA,62.39018612
Rockbridge,2018,66.835522482,5.3939847954,24.1,23.8,16.052157657,86.111111111,15.501912556,11.4,50570,22392,25.013397642,20.376258893,66.835522482,10.4,5.3939847954,NA,54.610343465
Rockingham,2018,70.149644888,6.081871628,25.2,26.7,17.817441487,90.35339064,15.507712983,9.8,57655,79744,18.619582665,17.564308682,70.149644888,8.2,6.081871628,NA,63.816108653
Russell,2018,49.541474894,2.3457686533,30.3,28.5,15.788354304,88.929889299,18.521583799,12.7,39003,27370,20.109609061,22.147120787,49.541474894,12.5,2.3457686533,NA,57.743270152
Scott,2018,41.390171291,3.9768380317,30.9,30.7,15.187457327,93.384223919,17.670931259,13.9,38612,21930,22.5125399,19.404457435,41.390171291,11.6,3.9768380317,NA,58.083002664999995
Shenandoah,2018,72.152501607,2.9058044651,29.8,25.4,17.676543968,86.31138976,16.398757584,10.7,53810,43175,21.155761436,18.267213862,72.152501607,8.8,2.9058044651,NA,60.577024701999996
Smyth,2018,93.793467462,6.2040463812,29.7,28.4,16.70789382,87.774294671,18.621622465,10.1,40140,31062,21.109394115,21.303995368,93.793467462,12.8,6.2040463812,NA,57.586610517
Southampton,2018,19.773828756,13.79683053,31.1,27.7,14.874555658,87.209302326,17.789554241,13.7,49595,18057,19.084011741,19.531903934,19.773828756,14.9,13.79683053,NA,61.384084325
Spotsylvania,2018,77.115452176,4.1044832076,31.6,24.5,20.085633418,84.081632653,16.881694068,11.8,81065,132010,13.306567684,19.294456443,77.115452176,8.5,4.1044832076,NA,67.398975873
Stafford,2018,79.935794543,3.4312594674,28.8,20.1,19.295786979,84.460817147,14.233634501,8.4,97607,144361,10.010321347,25.185213241,79.935794543,7.1,3.4312594674,NA,64.804465412
Surry,2018,8.98271465,10.321274741,34.6,26.2,14.939191689,91.724137931,16.844069958,13.1,51810,6544,20.644865526,26.185049979,8.98271465,14.6,10.321274741,NA,53.170084495
Sussex,2018,27.914288078,18.438196014,36.8,26.2,16.02717205,86.995515695,19.69913144,13.1,41790,11504,17.063630042,17.588630807,27.914288078,20.2,18.438196014,NA,65.347739151
Tazewell,2018,64.647943564,8.3706379555,32.2,31.5,15.513422528,84.905660377,17.862435196,13.5,38992,42150,20.797153025,16.020514604,64.647943564,12.9,8.3706379555,NA,63.182332371
Warren,2018,78.847638057,3.1223839395,28.3,24.9,19.618553966,87.648809524,17.233408754,11.2,65434,39155,14.861448091,19.451957295,78.847638057,8.7,3.1223839395,NA,65.686594614
Washington,2018,68.591005175,3.3954915331,29.9,26.3,16.593679109,90,17.195472267,13.6,44785,54214,21.479691593,22.477333674,68.591005175,9.8,3.3954915331,NA,56.042974733
Westmoreland,2018,44.007104389,2.0590149281,32.2,29.9,14.791959844,87.589498807,17.172745787,13.3,48983,17592,24.226921328,18.888110082,44.007104389,12.6,2.0590149281,NA,56.88496859
Wise,2018,77.219434527,3.6872055065,31.2,31,15.828865654,86.11481976,20.670762798,13.6,33810,39228,16.890996227,18.826739427,77.219434527,15.1,3.6872055065,NA,64.282264346
Wythe,2018,79.85975714,1.7350975738,30.4,29.4,16.30914727,85.935085008,17.215486101,12.1,47676,29016,20.412875655,20.039257673,79.85975714,11.7,1.7350975738,NA,59.547866672000005
York,2018,87.455700843,4.2759540681,26.8,21.4,17.84151657,85.263157895,13.082750786,9.5,87910,67976,15.181828881,20.171629446,87.455700843,8.4,4.2759540681,NA,64.646541673
Alexandria City,2018,100,NA,21.6,15.7,20.500983608,83.394833948,13.718340783,7,87822,155810,10.47814646,24.402730375,100,10.1,NA,NA,65.11912316499999
Bristol City,2018,88.247827306,15.104251751,29.2,28.5,15.434141899,84.745762712,19.488352565,10.8,33659,16960,20.300707547,18.281239972,88.247827306,14.7,15.104251751,NA,61.418052481
Buena Vista City,2018,97.248120301,52.666654287,25.8,23.2,15.125430703,86.631016043,21.501638083,9.9,38991,6452,18.846869188,19.870283019,97.248120301,15.6,52.666654287,NA,61.282847793
Charlottesville City,2018,100,3.2376382314,26.7,20,19.106488861,86.956521739,18.950425644,8.3,47977,46912,9.7970668486,20.055796652,100,16.9,3.2376382314,NA,70.1471364994
Chesapeake City,2018,86.549599701,4.9172248222,32.7,23.5,17.062151233,87.235915493,14.18745337,10.6,71998,237940,12.588047407,16.093963165,86.549599701,11.8,4.9172248222,NA,71.31798942799999
Colonial Heights City,2018,91.206708403,2.9647053704,25.8,26.7,15.659366885,NA,16.088542266,11.5,52673,17772,20.380373621,24.196436076,91.206708403,11.4,2.9647053704,NA,55.423190303
Covington City,2018,100,9.8008219302,27.6,23.8,16.247220939,NA,18.239915689,10.9,37904,5518,20.097861544,22.664866081,100,15.4,9.8008219302,NA,57.237272375
Danville City,2018,85.207292997,5.7952273126,35.3,28.5,12.915872654,88.499298738,19.826207066,14.5,35220,41898,20.358967015,19.119246104,85.207292997,21.5,5.7952273126,NA,60.521786881
Emporia City,2018,70.086046904,0.5955350292,30.7,28.3,11.22639822,85.6,23.827043041,13.7,33499,5305,18.246936852,22.242111795,70.086046904,25.9,0.5955350292,NA,59.510951352999996
Fairfax City,2018,100,0.1566505368,21.8,17.8,17.56206169,NA,11.509358835,8.4,94701,24164,16.532858798,23.883129123,100,4.7,0.1566505368,NA,59.58401207899999
Falls Church City,2018,100,NA,28.1,21.2,19.515194304,90,12.837127698,9.9,118035,14014,11.788211788,22.525244165,100,5.2,NA,NA,65.686544047
Franklin City,2018,82.509904451,28.404502383,35.3,27.2,13.221600518,86.60130719,18.879556763,14.2,40247,8306,18.974235492,27.479663194,82.509904451,22.8,28.404502383,NA,53.54610131400001
Fredericksburg City,2018,100,1.959147689,29.7,23.3,18.712824377,83.552631579,18.073536963,8.9,53714,28297,10.651305792,23.717794366,100,16,1.959147689,NA,65.63089984199999
Galax City,2018,73.374041465,1.1883731991,26,23.8,14.026212748,86.778846154,19.860438942,11.1,35221,6775,21.062730627,21.009294271,73.374041465,12.9,1.1883731991,NA,57.92797510199999
Hampton City,2018,86.580663,10.314014463,37.3,23.7,17.676054952,81.940298507,17.262901569,12.8,50294,135410,14.629643306,22.479704797,86.580663,18,10.314014463,NA,62.890651897
Harrisonburg City,2018,79.087786728,1.1065615101,25.4,19.9,18.804873258,89.107413011,20.444416592,7.2,41636,53078,8.6080862127,21.395761022,79.087786728,16.4,1.1065615101,NA,69.9961527653
Hopewell City,2018,91.053959541,12.895960875,28.7,28.6,15.630812991,88.067226891,19.577535476,12.4,40126,22735,15.583901473,16.191265684,91.053959541,18.8,12.895960875,NA,68.224832843
Lexington City,2018,100,1.1813413483,26,21.3,21.910851313,NA,16.931899056,8.5,45331,7045,15.01774308,25.995161645,100,15.8,1.1813413483,NA,58.987095275
Lynchburg City,2018,91.672401016,8.6486603275,29,23.9,17.055639866,87.508305648,18.037801739,10.3,41586,80212,14.441729417,9.4109297374,91.672401016,18.6,8.6486603275,NA,76.1473408456
Manassas City,2018,100,0.9667252069,30,21,17.862865583,86.197183099,15.001672896,8.3,72396,41483,9.0856495432,19.286391064,100,5,0.9667252069,NA,71.6279593928
Manassas Park City,2018,100,10.977607161,30.1,22,17.357271058,84.758364312,16.157969047,8.8,75994,15915,7.9233427584,26.581973338,100,3.6,10.977607161,NA,65.4946839036
Martinsville City,2018,79.097026264,10.122694465,33.2,27.8,13.880145162,84.290030211,19.871616212,13.1,34262,13445,20.981777612,25.730442978,79.097026264,21.8,10.122694465,NA,53.28777941
Newport News City,2018,99.383573393,6.3226799073,31.5,24.8,16.258650399,83.715260848,17.908868583,12.3,50149,181825,12.277189605,23.250278914,99.383573393,16.9,6.3226799073,NA,64.472531481
Norfolk City,2018,95.47287307,8.2796601169,30.7,24.5,21.084779944,84.628820961,19.907654377,9.6,45809,245115,10.431430145,23.214079472,95.47287307,19.3,8.2796601169,NA,66.35449038299998
Norton City,2018,100,2.189783424,28.1,26.2,16.131972492,88.034188034,20.23338161,10,30587,3864,16.82194617,20.02529425,100,16.6,2.189783424,NA,63.152759579999994
Petersburg City,2018,92.541640962,20.536271388,45.3,27,12.261796324,82.445414847,21.620235542,14.6,34238,31882,16.140769086,20.703933747,92.541640962,27.8,20.536271388,NA,63.15529716699999
Poquoson City,2018,94,5.0151182673,26.5,24.1,19.450324703,87.053571429,13.087177139,11.2,90119,12017,19.15619539,21.545072455,94,5.7,5.0151182673,NA,59.29873215500001
Portsmouth City,2018,98.08761187,3.9387483598,36.6,28.9,15.570379654,85.48273432,20.96540799,12.9,46617,95252,14.412295805,21.502870933,98.08761187,19.8,3.9387483598,NA,64.084833262
Radford City,2018,86.348122867,7.1328300687,28.9,22.1,18.374278163,92.255892256,23.251987641,7.4,35655,17483,8.0878567752,23.506068114,86.348122867,20.6,7.1328300687,NA,68.4060751108
Richmond City,2018,95.481210887,7.8346003071,29.9,22,18.896311448,82.605111294,20.530730238,10.1,42336,223170,11.794596048,13.058399588,95.481210887,21.3,7.8346003071,NA,75.147004364
Roanoke City,2018,97.769807898,7.7462490915,31.8,25.9,15.175364515,87.139516758,18.884372128,11.7,38238,99660,15.593016255,17.970157279,97.769807898,16.7,7.7462490915,NA,66.43682646600001
Salem City,2018,90.835416499,11.588698697,26.5,22.1,18.045956788,88.742690058,15.047330213,9.6,57897,25549,17.805002153,22.218543046,90.835416499,10.6,11.588698697,NA,59.976454800999996
Staunton City,2018,100,1.5092314096,26.8,23.8,16.153626896,86.766712142,17.018903342,10.9,46237,24363,21.397200673,19.52718306,100,14,1.5092314096,NA,59.075616267
Suffolk City,2018,77.237098776,5.7307404215,33.1,27.1,16.815435811,88.212927757,15.644705057,12,65025,89273,13.641302521,18.466527111,77.237098776,14.4,5.7307404215,NA,67.892170368
Virginia Beach City,2018,96.398580802,2.614700869,29.2,22,22.011919334,85.481128868,14.995164842,8.4,70596,452602,13.22110817,24.755525187,96.398580802,10.5,2.614700869,NA,62.02336664299999
Waynesboro City,2018,80.191373893,3.5635057644,30.2,25.3,16.552579105,91.079812207,16.80850285,9.8,41255,21887,18.499565952,22.480899333,80.191373893,13.4,3.5635057644,NA,59.019534715000006
Williamsburg City,2018,99.687233438,3.9533881576,26.4,24.1,18.614556098,88.448844884,16.107904399,9,49231,15214,16.300775601,23.059350299,99.687233438,16.4,3.9533881576,NA,60.6398741
Winchester City,2018,99.114605198,3.0535736766,28.6,21.9,17.248422398,88.119953864,17.562131643,9.3,46093,27516,15.278383486,11.009596424,99.114605198,11.9,3.0535736766,NA,73.71202009000001
